master id,isin name,factsheet link,prospectus link
141169,LU0742534661,https://doc.morningstar.com/document/2d91d32fc806ffcd31d096e856d0806c.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/d67b57c8e83f38e237e4403bb6ec17db.msdoc/?clientid=imassg&key=32545d22b2a6e612
141170,LU0745992494,https://doc.morningstar.com/document/493a12648ad9861bd39afb9b3c8afd3b.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/b2903660792e402444b4f6476882f50f.msdoc/?clientid=imassg&key=32545d22b2a6e612
141171,LU0745992734,https://doc.morningstar.com/document/493a12648ad9861bd39afb9b3c8afd3b.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/b2903660792e402444b4f6476882f50f.msdoc/?clientid=imassg&key=32545d22b2a6e612
138109,LU0757359368,https://doc.morningstar.com/document/480312c5e54e4972649233170ae55f9c.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/9e8390df6d4182dc7b07c080d98a4be9.msdoc/?clientid=imassg&key=32545d22b2a6e612
138510,LU0757359954,https://doc.morningstar.com/document/dae41c7507705ee9dd410b0dab8ca6fa.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/9e8390df6d4182dc7b07c080d98a4be9.msdoc/?clientid=imassg&key=32545d22b2a6e612
141757,LU0757360457,https://doc.morningstar.com/document/954c9a37b532bb1bf2df052d9bdb3540.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/9e8390df6d4182dc7b07c080d98a4be9.msdoc/?clientid=imassg&key=32545d22b2a6e612
141173,LU0757360960,https://doc.morningstar.com/document/ea5865d28db98304ac3872f7f46bf99a.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/9e8390df6d4182dc7b07c080d98a4be9.msdoc/?clientid=imassg&key=32545d22b2a6e612
141174,LU0761598746,https://doc.morningstar.com/document/a7a2b102f6f79b973b9c0a32e981cccc.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/b2903660792e402444b4f6476882f50f.msdoc/?clientid=imassg&key=32545d22b2a6e612
141715,LU0762807625,https://doc.morningstar.com/document/8f709f9e35b585c76201ab45d4c44d40.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/adf774df269f8a47faf9ec371e4218e9.msdoc/?clientid=imassg&key=32545d22b2a6e612
138628,LU0764618053,https://doc.morningstar.com/document/4f4de48331d0efc5a6daca97ef219d73.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
138581,LU0764618640,https://doc.morningstar.com/document/dd7c89b1edd4e928a88d66bcc1b5f6c7.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
141747,LU0768355603,https://doc.morningstar.com/document/9c5c2b330c64539af6967410f28b8b93.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/768561e3da4fcaaa2c5f28ce2b0c07f1.msdoc/?clientid=imassg&key=32545d22b2a6e612
138124,LU0772969993,https://doc.morningstar.com/document/179cc214e9e0f94e9af386e16416cfbe.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/d67b57c8e83f38e237e4403bb6ec17db.msdoc/?clientid=imassg&key=32545d22b2a6e612
141176,LU0784383399,https://doc.morningstar.com/document/c8e9effd5433e06c592a01c7cdfce600.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
138511,LU0784384876,https://doc.morningstar.com/document/aa3725de5432b962ef9473d93650c51a.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
137992,LU0784385840,https://doc.morningstar.com/document/4b2b7b62b0b123cc2688a3d528f98890.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
141177,LU0784395997,https://doc.morningstar.com/document/b94c1cbe0ace1509d40f480601a6a3e4.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
141178,LU0784639295,https://doc.morningstar.com/document/0a7c50cbe5971af424a4c74cc2a69117.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/779076b237638163048d7fbc78d6bdad.msdoc/?clientid=imassg&key=32545d22b2a6e612
141179,LU0787776995,https://doc.morningstar.com/document/80f0c5e52c16175b5a1fc47874babd40.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/c66c450b2ff22125f6fda9cb7366e672.msdoc/?clientid=imassg&key=32545d22b2a6e612
141180,LU0788109634,https://doc.morningstar.com/document/4f4de48331d0efc58bb60554b0aea8e2.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/0dde29462f1a59a60378e5177072ff62.msdoc/?clientid=imassg&key=32545d22b2a6e612
138162,LU0792756115,https://doc.morningstar.com/document/d31b520a215fea4ff84eaebddc2f21b9.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/d9bc846487f0834ae865618bc8e8012a.msdoc/?clientid=imassg&key=32545d22b2a6e612
141182,LU0795875086,https://doc.morningstar.com/document/8f709f9e35b585c76201ab45d4c44d40.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/adf774df269f8a47faf9ec371e4218e9.msdoc/?clientid=imassg&key=32545d22b2a6e612
141184,LU0805981734,https://doc.morningstar.com/document/c02e34fd6be0dc6c77e485e9e570832f.msdoc/?clientid=imassg&key=32545d22b2a6e612,https://doc.morningstar.com/document/e29d85bf5adfeb2a53305d0880e2aed9.msdoc/?clientid=imassg&key=32545d22b2a6e612
