master id,isin name,price,date
141570,SGXZ16137382,0.94,2022-03-07
141571,SGXZ18528414,0.95,2022-03-07
138007,SGXZ28681005,0.99,2022-03-07
141572,SGXZ29784493,0.98,2022-03-07
138121,SGXZ44708527,0.97,2022-03-07
138006,SGXZ46560496,1.13,2022-03-07
141573,SGXZ51694974,0.87,2022-03-07
141574,SGXZ55074637,0.98,2022-03-07
141575,SGXZ62136783,0.98,2022-03-07
141576,SGXZ63766596,0.95,2022-03-07
141577,SGXZ70176466,0.78,2022-03-07
141578,SGXZ81047326,0.92,2022-03-07
138005,SGXZ83598466,1.09,2022-03-07
141579,SGXZ92431121,0.85,2022-03-07
141580,SGXZ93604486,0.91,2022-03-07
141581,SGXZ95987400,1.07,2022-03-07
