master id,isin name,price,date
141053,LU0310800379,11.09,2022-03-03
141054,LU0310800965,13.54,2022-03-03
141055,LU0312595415,22.03,2022-03-03
138110,LU0314587907,43.36,2022-03-03
141058,LU0316459139,22.03,2022-03-03
141059,LU0316492692,6.60,2022-03-03
141060,LU0316493153,4.55,2022-03-03
138648,LU0316494391,16.55,2022-03-03
141061,LU0319687124,106.73,2022-03-02
141062,LU0319973649,106.73,2022-03-02
141064,LU0320763518,6.88,2022-03-03
141066,LU0320763948,7.97,2022-03-03
141067,LU0320764169,6.71,2022-03-03
141068,LU0320764243,9.30,2022-03-03
141069,LU0320764599,9.55,2022-03-03
141070,LU0320764755,10.31,2022-03-03
141071,LU0320764912,6.98,2022-03-03
141072,LU0320765059,32.10,2022-03-03
141073,LU0320765489,16.08,2022-03-03
141074,LU0320765646,7.91,2022-03-03
141075,LU0320765992,31.59,2022-03-03
141076,LU0321505439,12.26,2022-03-03
141077,LU0321505868,4.15,2022-03-03
141079,LU0323421593,6.94,2022-03-03
141080,LU0326948709,358.04,2022-03-03
140771,LU0326950275,13.15,2022-03-03
138662,LU0329190499,38.20,2022-03-03
141729,LU0330917963,220.88,2022-03-03
141082,LU0330918003,6.70,2022-03-03
138126,LU0333810181,30.23,2022-03-03
141083,LU0339279753,6.70,2022-03-03
138035,LU0348788117,86.01,2022-03-03
138161,LU0348825331,68.89,2022-03-03
141753,LU0351442180,174.59,2022-03-03
141754,LU0352097439,151.59,2022-03-03
138155,LU0352132103,10.02,2022-03-03
141721,LU0352132285,8.99,2022-03-03
141086,LU0353648891,12.00,2022-03-03
141088,LU0358858032,11.73,2022-03-03
141089,LU0358998713,7.50,2022-03-03
141090,LU0359002093,6.62,2022-03-03
138684,LU0359201026,17.97,2022-03-03
138683,LU0359201455,17.57,2022-03-03
138160,LU0359201612,21.75,2022-03-03
141758,LU0365775922,78.18,2022-03-03
141091,LU0366770310,7.81,2022-03-03
141092,LU0366773504,5.59,2022-03-03
141094,LU0368265418,5.61,2022-03-03
141095,LU0368265764,6.61,2022-03-03
141096,LU0372678564,5.22,2022-03-03
138536,LU0384037296,13.07,2022-03-03
141098,LU0385154629,15.81,2022-03-03
138014,LU0395794307,130.79,2022-03-03
138036,LU0414045822,268.54,2022-03-03
141100,LU0417103065,58.61,2022-03-03
141103,LU0417518270,11.98,2022-03-03
138624,LU0428352776,8.75,2022-03-03
141104,LU0430678424,193.82,2022-03-03
141105,LU0436020985,132.84,2022-03-02
138618,LU0441901922,4.97,2022-03-03
141106,LU0443062806,229.87,2022-03-03
138584,LU0448041581,11.84,2022-03-03
141107,LU0449509016,24.75,2022-03-03
141108,LU0449515922,15.37,2022-03-03
141109,LU0450468698,6.23,2022-03-03
140784,LU0456827905,25.16,2022-03-03
141110,LU0456854461,18.24,2022-03-03
141111,LU0459992896,9.79,2022-03-03
141112,LU0459993191,10.40,2022-03-03
141113,LU0462954982,"12,675.16",2022-03-02
138509,LU0468326631,20.78,2022-03-03
141114,LU0471298348,13.23,2022-03-03
141115,LU0471298777,14.61,2022-03-03
138619,LU0478343683,5.53,2022-03-03
138616,LU0478345209,11.62,2022-03-03
138167,LU0488056044,7.01,2022-03-03
141755,LU0489880327,173.22,2022-03-03
138043,LU0494093205,51.37,2022-03-03
141116,LU0496654236,9.52,2022-03-03
141118,LU0506197614,16.65,2022-03-03
141119,LU0506197887,12.71,2022-03-03
138651,LU0511403387,77.67,2022-03-03
141120,LU0511405911,11.64,2022-03-03
141121,LU0511406216,12.46,2022-03-03
141122,LU0526926950,25.93,2022-03-03
141123,LU0536402570,7.76,2022-03-03
141124,LU0536402737,6.53,2022-03-03
141125,LU0536402901,18.27,2022-03-03
138566,LU0539799634,12.42,2022-03-03
138033,LU0539801802,13.80,2022-03-03
138176,LU0539802446,14.15,2022-03-03
141126,LU0540000063,12.99,2022-03-03
141127,LU0550127509,1.42,2022-03-03
141128,LU0553721365,20.23,2022-03-03
141129,LU0560541111,17.70,2022-03-03
138654,LU0561744862,14.65,2022-03-03
141130,LU0562753474,"22,807.36",2022-03-02
137990,LU0562822386,23.17,2022-03-03
141131,LU0563142537,6.47,2022-03-03
138582,LU0567554463,19.41,2022-03-03
141132,LU0572939691,29.54,2022-03-03
141133,LU0572940350,11.66,2022-03-03
141134,LU0578945809,16.09,2022-03-03
141135,LU0592505407,12.40,2022-03-03
141136,LU0592505829,12.50,2022-03-03
141137,LU0592507361,10.62,2022-03-03
141138,LU0592507528,10.81,2022-03-03
141139,LU0592650674,11.28,2022-03-03
141140,LU0594300419,18.42,2022-03-03
141141,LU0607514717,"5,688.00",2022-03-03
138609,LU0616879556,8.95,2022-03-03
141142,LU0625451512,12.76,2022-03-03
141748,LU0626262082,9.50,2022-03-03
138025,LU0626906662,112.85,2022-03-03
141143,LU0626906746,58.37,2022-03-03
141144,LU0626907124,63.14,2022-03-03
141145,LU0626907397,99.63,2022-03-03
141146,LU0626907470,96.00,2022-03-03
138032,LU0633140560,16.90,2022-03-03
138532,LU0633140727,11.34,2022-03-03
138535,LU0633142186,14.37,2022-03-03
141147,LU0642271901,360.20,2022-03-03
141148,LU0649033221,6.40,2022-03-03
138054,LU0650527681,1.87,2022-03-03
141149,LU0671501129,7.33,2022-03-03
141150,LU0672654166,13.16,2022-03-03
141151,LU0672654240,39.54,2022-03-03
137988,LU0679940949,100.24,2022-03-03
138631,LU0679941327,8.85,2022-03-03
138633,LU0679941673,8.59,2022-03-03
141152,LU0683595465,19.16,2022-03-03
141153,LU0683595895,10.20,2022-03-03
138533,LU0683596356,10.90,2022-03-03
138534,LU0683596430,10.79,2022-03-03
138034,LU0683600562,53.62,2022-03-03
141154,LU0683600646,46.87,2022-03-03
141155,LU0683600729,48.91,2022-03-03
138037,LU0689472784,23.41,2022-03-03
138567,LU0689625878,12.30,2022-03-03
138585,LU0689626256,11.75,2022-03-03
141157,LU0706718169,5.80,2022-03-03
141158,LU0706718243,5.96,2022-03-03
141159,LU0706718326,5.85,2022-03-03
141160,LU0706718672,5.91,2022-03-03
141161,LU0725271786,71.43,2022-03-03
141162,LU0726765562,142.24,2022-03-03
138637,LU0731783048,17.06,2022-03-03
141163,LU0731783394,1.84,2022-03-03
141164,LU0736558973,25.65,2022-03-03
141165,LU0736559278,23.28,2022-03-03
141166,LU0736559351,24.25,2022-03-03
141167,LU0738911758,15.75,2022-03-03
141168,LU0738912566,4.75,2022-03-03
141169,LU0742534661,2.65,2022-03-03
141170,LU0745992494,10.31,2022-03-03
141171,LU0745992734,6.15,2022-03-03
141172,LU0752742626,74.23,2022-03-02
138109,LU0757359368,132.80,2022-03-03
138510,LU0757359954,81.20,2022-03-03
141757,LU0757360457,116.43,2022-03-03
141173,LU0757360960,75.08,2022-03-03
141174,LU0761598746,6.27,2022-03-03
138628,LU0764618053,9.51,2022-03-03
138581,LU0764618640,6.47,2022-03-03
141747,LU0768355603,8.50,2022-03-03
138124,LU0772969993,21.97,2022-03-03
141175,LU0781237614,182.49,2022-03-03
141176,LU0784383399,11.30,2022-03-03
138511,LU0784384876,9.01,2022-03-03
137992,LU0784385840,15.21,2022-03-03
141177,LU0784395997,70.97,2022-03-03
141178,LU0784639295,112.89,2022-03-03
141179,LU0787776995,50.17,2022-03-03
141180,LU0788109634,10.69,2022-03-03
138162,LU0792756115,12.81,2022-03-03
141182,LU0795875086,13.82,2022-03-03
141183,LU0800111485,25.61,2022-03-03
141184,LU0805981734,11.88,2022-03-03
141185,LU0805983789,10.75,2022-03-03
138625,LU0811022101,7.08,2022-03-03
141186,LU0815074496,132.83,2022-03-03
138540,LU0820561818,9.38,2022-03-03
141187,LU0820561909,9.06,2022-03-03
138541,LU0820562030,8.95,2022-03-03
141717,LU0820562113,8.53,2022-03-03
138542,LU0820562386,8.62,2022-03-03
141188,LU0820562469,8.20,2022-03-03
138088,LU0820775533,187.12,2022-03-03
138539,LU0820775616,154.40,2022-03-03
141189,LU0820775889,152.17,2022-03-03
138671,LU0820944071,192.49,2022-03-03
138039,LU0821914370,22.67,2022-03-03
141190,LU0823379036,98.23,2022-03-03
141191,LU0823379465,73.17,2022-03-03
141192,LU0823379549,74.24,2022-03-03
141193,LU0823379622,160.79,2022-03-03
141194,LU0823389423,55.40,2022-03-02
141195,LU0823389852,183.78,2022-03-02
141196,LU0823403356,55.29,2022-02-28
141197,LU0823411706,296.84,2022-03-03
141198,LU0823413587,616.94,2022-03-02
138705,LU0823414478,124.67,2022-03-03
138141,LU0823414635,889.12,2022-03-03
141201,LU0823426308,521.56,2022-03-03
138049,LU0823428932,169.18,2022-03-03
141202,LU0823431563,74.14,2022-02-25
141203,LU0823431720,98.35,2022-02-25
141205,LU0831103253,13.69,2022-03-03
138627,LU0841166456,7.67,2022-03-03
138016,LU0853555380,12.20,2022-03-03
138144,LU0853555463,13.72,2022-03-03
141206,LU0853555547,10.97,2022-03-03
138142,LU0859254822,22.82,2022-03-03
137982,LU0861579265,35.93,2022-03-03
138636,LU0861579778,31.73,2022-03-03
141207,LU0871639620,9.25,2022-03-03
141208,LU0871639976,10.62,2022-03-03
141209,LU0871640123,8.83,2022-03-03
141210,LU0871640396,8.62,2022-03-03
141211,LU0879622024,92.72,2022-03-03
140782,LU0880133367,258.40,2022-03-03
141212,LU0889564943,3.99,2022-03-03
141213,LU0889565320,4.24,2022-03-03
141214,LU0889565593,8.15,2022-03-03
141215,LU0889565676,6.73,2022-03-03
141216,LU0889565833,49.36,2022-03-03
138712,LU0889566997,9.00,2022-03-03
141217,LU0898667661,11.40,2022-03-03
141218,LU0898699433,10.58,2022-03-03
141756,LU0903425840,125.03,2022-03-03
141219,LU0903425923,193.94,2022-03-03
138001,LU0905233846,13.46,2022-03-03
138514,LU0905234141,8.85,2022-03-03
141220,LU0905234497,8.90,2022-03-03
141221,LU0905234570,0.968,2022-03-03
141222,LU0910996080,80.22,2022-03-03
141223,LU0911024122,75.43,2022-03-03
141224,LU0912757837,15.93,2022-03-03
138543,LU0913601281,8.85,2022-03-03
141225,LU0927678507,208.34,2022-03-03
141226,LU0943347566,8.89,2022-03-03
141227,LU0949170343,8.49,2022-03-03
141228,LU0949170426,8.36,2022-03-03
141229,LU0949170699,12.21,2022-03-03
141230,LU0949170772,12.21,2022-03-03
138102,LU0955623706,144.65,2022-03-03
138679,LU0955648018,80.09,2022-03-03
141759,LU0955662357,174.21,2022-03-03
141231,LU0955665376,69.93,2022-03-03
141232,LU0955669360,86.34,2022-03-03
141233,LU0960925393,148.33,2022-03-03
141234,LU0960925559,162.75,2022-03-03
141235,LU0963029086,21.72,2022-03-03
141236,LU0963555726,19.42,2022-03-03
141237,LU0965088593,19.01,2022-03-03
141238,LU0965088676,18.70,2022-03-03
141239,LU0965506859,18.22,2022-03-03
141240,LU0965506933,11.81,2022-03-03
138635,LU0965508806,22.14,2022-03-03
141241,LU0965508988,30.47,2022-03-03
141242,LU0965509010,20.68,2022-03-03
141243,LU0965509101,29.64,2022-03-03
141244,LU0965509283,21.55,2022-03-03
141245,LU0965509440,21.15,2022-03-03
138661,LU0966834136,24.30,2022-03-03
138089,LU0969268043,9.32,2022-03-03
141246,LU0971552673,9.04,2022-03-03
141247,LU0971552756,8.56,2022-03-03
141248,LU0971552913,8.97,2022-03-03
141250,LU0981932782,22.61,2022-03-03
141251,LU0981932865,28.23,2022-03-03
138000,LU0982800491,15.71,2022-03-03
138515,LU0987487419,8.24,2022-03-03
138553,LU0992000496,8.87,2022-03-03
141252,LU0992293067,9.83,2022-03-03
141253,LU0994605391,7.94,2022-03-03
141254,LU0997586515,21.81,2022-03-03
138652,LU0999521056,59.98,2022-03-03
138656,LU1003076772,22.11,2022-03-03
141728,LU1003077580,8.31,2022-03-03
138513,LU1003077663,8.33,2022-03-03
138163,LU1004132566,9.44,2022-03-03
141255,LU1019494514,15.90,2022-03-03
141256,LU1019498267,9.73,2022-03-03
141257,LU1019498341,12.82,2022-03-03
138655,LU1019632923,12.30,2022-03-03
141258,LU1019634622,11.95,2022-03-03
141259,LU1019636163,11.08,2022-03-03
138689,LU1023057109,17.25,2022-03-03
138697,LU1023058768,11.43,2022-03-03
