provider_symbol,source_exchange,master_id,source_name,agrud_ticker,agrud_exchange_name,exchange_id,,security_type_id,provider_id
2883 HK,SEHK,74725,CFRA,2883,HKEX,12,Coprorate Action Maintained,26,15
0384 HK,SEHK,75923,CFRA,0384,HKEX,12,Coprorate Action Maintained,4,15
0101 HK,SEHK,75700,CFRA,0101,HKEX,12,Coprorate Action Maintained,4,15
1099 HK,SEHK,74731,CFRA,1099,HKEX,12,Coprorate Action Maintained,26,15
0857 HK,SEHK,76241,CFRA,0857,HKEX,12,Coprorate Action Maintained,26,15
1088 HK,SEHK,74703,CFRA,1088,HKEX,12,Coprorate Action Maintained,26,15
0788 HK,SEHK,74682,CFRA,0788,HKEX,12,Coprorate Action Maintained,26,15
3968 HK,SEHK,74685,CFRA,3968,HKEX,12,Coprorate Action Maintained,26,15
3383 HK,SEHK,74755,CFRA,3383,HKEX,12,Coprorate Action Maintained,4,15
1113 HK,SEHK,74698,CFRA,1113,HKEX,12,Coprorate Action Maintained,4,15
2378 HK,SEHK,75140,CFRA,2378,HKEX,12,Coprorate Action Maintained,4,15
3328 HK,SEHK,74743,CFRA,3328,HKEX,12,Coprorate Action Maintained,26,15
2689 HK,SEHK,74806,CFRA,2689,HKEX,12,Coprorate Action Maintained,4,15
0694 HK,SEHK,76137,CFRA,0694,HKEX,12,Coprorate Action Maintained,26,15
0551 HK,SEHK,76036,CFRA,0551,HKEX,12,Coprorate Action Maintained,4,15
0151 HK,SEHK,75744,CFRA,0151,HKEX,12,Coprorate Action Maintained,26,15
1919 HK,SEHK,74874,CFRA,1919,HKEX,12,Coprorate Action Maintained,26,15
0144 HK,SEHK,75738,CFRA,0144,HKEX,12,Coprorate Action Maintained,31,15
3323 HK,SEHK,74720,CFRA,3323,HKEX,12,Coprorate Action Maintained,26,15
2899 HK,SEHK,74774,CFRA,2899,HKEX,12,Coprorate Action Maintained,26,15
2269 HK,SEHK,74707,CFRA,2269,HKEX,12,Coprorate Action Maintained,4,15
2318 HK,SEHK,74675,CFRA,2318,HKEX,12,Coprorate Action Maintained,26,15
6823 HK,SEHK,74753,CFRA,6823,HKEX,12,Coprorate Action Maintained,4,15
3690 HK,SEHK,74672,CFRA,3690,HKEX,12,Coprorate Action Maintained,4,15
2388 HK,SEHK,74700,CFRA,2388,HKEX,12,Coprorate Action Maintained,31,15
1398 HK,SEHK,74683,CFRA,1398,HKEX,12,Coprorate Action Maintained,26,15
3988 HK,SEHK,74684,CFRA,3988,HKEX,12,Coprorate Action Maintained,26,15
0914 HK,SEHK,76286,CFRA,0914,HKEX,12,Coprorate Action Maintained,26,15
0669 HK,SEHK,76117,CFRA,0669,HKEX,12,Coprorate Action Maintained,4,15
0916 HK,SEHK,76288,CFRA,0916,HKEX,12,Coprorate Action Maintained,26,15
1288 HK,SEHK,74697,CFRA,1288,HKEX,12,Coprorate Action Maintained,26,15
1928 HK,SEHK,74677,CFRA,1928,HKEX,12,Coprorate Action Maintained,4,15
0291 HK,SEHK,75853,CFRA,0291,HKEX,12,Coprorate Action Maintained,31,15
1038 HK,SEHK,74726,CFRA,1038,HKEX,12,Coprorate Action Maintained,4,15
0019 HK,SEHK,75629,CFRA,0019,HKEX,12,Coprorate Action Maintained,4,15
0177 HK,SEHK,75762,CFRA,0177,HKEX,12,Coprorate Action Maintained,26,15
2628 HK,SEHK,74692,CFRA,2628,HKEX,12,Coprorate Action Maintained,26,15
1211 HK,SEHK,74710,CFRA,1211,HKEX,12,Coprorate Action Maintained,26,15
0168 HK,SEHK,75755,CFRA,0168,HKEX,12,Coprorate Action Maintained,26,15
0002 HK,SEHK,75613,CFRA,0002,HKEX,12,Coprorate Action Maintained,4,15
0323 HK,SEHK,75877,CFRA,0323,HKEX,12,Coprorate Action Maintained,26,15
0388 HK,SEHK,75927,CFRA,0388,HKEX,12,Coprorate Action Maintained,4,15
0322 HK,SEHK,75876,CFRA,0322,HKEX,12,Coprorate Action Maintained,4,15
0489 HK,SEHK,75990,CFRA,0489,HKEX,12,Coprorate Action Maintained,26,15
0006 HK,SEHK,75617,CFRA,0006,HKEX,12,Coprorate Action Maintained,4,15
0358 HK,SEHK,75902,CFRA,0358,HKEX,12,Coprorate Action Maintained,26,15
6808 HK,SEHK,74736,CFRA,6808,HKEX,12,Coprorate Action Maintained,4,15
2888 HK,SEHK,74818,CFRA,2888,HKEX,12,Coprorate Action Maintained,4,15
2688 HK,SEHK,74704,CFRA,2688,HKEX,12,Coprorate Action Maintained,4,15
1193 HK,SEHK,74721,CFRA,1193,HKEX,12,Coprorate Action Maintained,31,15
0981 HK,SEHK,76323,CFRA,0981,HKEX,12,Coprorate Action Maintained,31,15
0012 HK,SEHK,75623,CFRA,0012,HKEX,12,Coprorate Action Maintained,4,15
1128 HK,SEHK,74730,CFRA,1128,HKEX,12,Coprorate Action Maintained,4,15
0011 HK,SEHK,75622,CFRA,0011,HKEX,12,Coprorate Action Maintained,4,15
1988 HK,SEHK,74754,CFRA,1988,HKEX,12,Coprorate Action Maintained,26,15
0023 HK,SEHK,75633,CFRA,0023,HKEX,12,Coprorate Action Maintained,4,15
2328 HK,SEHK,74709,CFRA,2328,HKEX,12,Coprorate Action Maintained,26,15
0066 HK,SEHK,75672,CFRA,0066,HKEX,12,Coprorate Action Maintained,4,15
0004 HK,SEHK,75615,CFRA,0004,HKEX,12,Coprorate Action Maintained,4,15
0003 HK,SEHK,75614,CFRA,0003,HKEX,12,Coprorate Action Maintained,4,15
A,NYSE,42800,CFRA,A,NYSE,2,Coprorate Action Maintained,4,15
AA,NYSE,42801,CFRA,AA,NYSE,2,Coprorate Action Maintained,4,15
AAP,NYSE,42804,CFRA,AAP,NYSE,2,Coprorate Action Maintained,4,15
ABB,NYSE,42808,CFRA,ABB,NYSE,2,Coprorate Action Maintained,2,15
ABBV,NYSE,42809,CFRA,ABBV,NYSE,2,Coprorate Action Maintained,4,15
ABC,NYSE,42810,CFRA,ABC,NYSE,2,Coprorate Action Maintained,4,15
ABG,NYSE,42812,CFRA,ABG,NYSE,2,Coprorate Action Maintained,4,15
ABT,NYSE,42815,CFRA,ABT,NYSE,2,Coprorate Action Maintained,4,15
CB,NYSE,42819,CFRA,CB,NYSE,2,Coprorate Action Maintained,4,15
ACN,NYSE,42824,CFRA,ACN,NYSE,2,Coprorate Action Maintained,4,15
ADM,NYSE,42830,CFRA,ADM,NYSE,2,Coprorate Action Maintained,4,15
ADS,NYSE,42832,CFRA,ADS,NYSE,2,Coprorate Action Maintained,4,15
AEE,NYSE,42836,CFRA,AEE,NYSE,2,Coprorate Action Maintained,4,15
AEG,NYSE,42837,CFRA,AEG,NYSE,2,Coprorate Action Maintained,2,15
AEO,NYSE,42840,CFRA,AEO,NYSE,2,Coprorate Action Maintained,4,15
AER,NYSE,42842,CFRA,AER,NYSE,2,Coprorate Action Maintained,2,15
AES,NYSE,42843,CFRA,AES,NYSE,2,Coprorate Action Maintained,4,15
AFG,NYSE,42847,CFRA,AFG,NYSE,2,Coprorate Action Maintained,4,15
AFL,NYSE,42848,CFRA,AFL,NYSE,2,Coprorate Action Maintained,4,15
AGCO,NYSE,42852,CFRA,AGCO,NYSE,2,Coprorate Action Maintained,4,15
AIG,NYSE,42869,CFRA,AIG,NYSE,2,Coprorate Action Maintained,4,15
AIZ,NYSE,42874,CFRA,AIZ,NYSE,2,Coprorate Action Maintained,4,15
AJG,NYSE,42875,CFRA,AJG,NYSE,2,Coprorate Action Maintained,4,15
ALB,NYSE,42881,CFRA,ALB,NYSE,2,Coprorate Action Maintained,4,15
ALE,NYSE,42883,CFRA,ALE,NYSE,2,Coprorate Action Maintained,4,15
ALK,NYSE,42887,CFRA,ALK,NYSE,2,Coprorate Action Maintained,4,15
ALL,NYSE,42888,CFRA,ALL,NYSE,2,Coprorate Action Maintained,4,15
ALLE,NYSE,42889,CFRA,ALLE,NYSE,2,Coprorate Action Maintained,4,15
ALLY,NYSE,42890,CFRA,ALLY,NYSE,2,Coprorate Action Maintained,4,15
ALV,NYSE,42894,CFRA,ALV,NYSE,2,Coprorate Action Maintained,4,15
AME,NYSE,42899,CFRA,AME,NYSE,2,Coprorate Action Maintained,4,15
AMG,NYSE,42901,CFRA,AMG,NYSE,2,Coprorate Action Maintained,4,15
AMH,NYSE,42902,CFRA,AMH,NYSE,2,Coprorate Action Maintained,4,15
AMP,NYSE,42904,CFRA,AMP,NYSE,2,Coprorate Action Maintained,4,15
AMT,NYSE,42906,CFRA,AMT,NYSE,2,Coprorate Action Maintained,4,15
AN,NYSE,42910,CFRA,AN,NYSE,2,Coprorate Action Maintained,4,15
ANET,NYSE,42911,CFRA,ANET,NYSE,2,Coprorate Action Maintained,4,15
ANF,NYSE,42912,CFRA,ANF,NYSE,2,Coprorate Action Maintained,4,15
ANTM,NYSE,42917,CFRA,ANTM,NYSE,2,Coprorate Action Maintained,4,15
AON,NYSE,42922,CFRA,AON,NYSE,2,Coprorate Action Maintained,4,15
AOS,NYSE,42923,CFRA,AOS,NYSE,2,Coprorate Action Maintained,4,15
APD,NYSE,42929,CFRA,APD,NYSE,2,Coprorate Action Maintained,4,15
APH,NYSE,42931,CFRA,APH,NYSE,2,Coprorate Action Maintained,4,15
APO,NYSE,42933,CFRA,APO,NYSE,2,Coprorate Action Maintained,4,15
ARE,NYSE,42940,CFRA,ARE,NYSE,2,Coprorate Action Maintained,4,15
ARW,NYSE,42951,CFRA,ARW,NYSE,2,Coprorate Action Maintained,4,15
ASB,NYSE,42953,CFRA,ASB,NYSE,2,Coprorate Action Maintained,4,15
ASH,NYSE,42957,CFRA,ASH,NYSE,2,Coprorate Action Maintained,4,15
ATI,NYSE,42965,CFRA,ATI,NYSE,2,Coprorate Action Maintained,4,15
ATO,NYSE,42967,CFRA,ATO,NYSE,2,Coprorate Action Maintained,4,15
ATR,NYSE,42968,CFRA,ATR,NYSE,2,Coprorate Action Maintained,4,15
AVB,NYSE,42980,CFRA,AVB,NYSE,2,Coprorate Action Maintained,4,15
AVT,NasdaqGS,42988,CFRA,AVT,NASDAQ,1,Coprorate Action Maintained,4,15
AVY,NYSE,42990,CFRA,AVY,NYSE,2,Coprorate Action Maintained,4,15
AWI,NYSE,42993,CFRA,AWI,NYSE,2,Coprorate Action Maintained,4,15
AWK,NYSE,42994,CFRA,AWK,NYSE,2,Coprorate Action Maintained,4,15
AXP,NYSE,43000,CFRA,AXP,NYSE,2,Coprorate Action Maintained,4,15
AYI,NYSE,43004,CFRA,AYI,NYSE,2,Coprorate Action Maintained,4,15
AZO,NYSE,43008,CFRA,AZO,NYSE,2,Coprorate Action Maintained,4,15
BA,NYSE,43011,CFRA,BA,NYSE,2,Coprorate Action Maintained,4,15
BABA,NYSE,43012,CFRA,BABA,NYSE,2,Coprorate Action Maintained,2,15
BAC,NYSE,43013,CFRA,BAC,NYSE,2,Coprorate Action Maintained,4,15
BAH,NYSE,43015,CFRA,BAH,NYSE,2,Coprorate Action Maintained,4,15
BAX,NYSE,43022,CFRA,BAX,NYSE,2,Coprorate Action Maintained,4,15
TFC,NYSE,43030,CFRA,TFC,NYSE,2,Coprorate Action Maintained,4,15
BBY,NYSE,43034,CFRA,BBY,NYSE,2,Coprorate Action Maintained,4,15
BCE,NYSE,43038,CFRA,BCE,NYSE,2,Coprorate Action Maintained,2,15
BCS,NYSE,43044,CFRA,BCS,NYSE,2,Coprorate Action Maintained,2,15
BDX,NYSE,43049,CFRA,BDX,NYSE,2,Coprorate Action Maintained,4,15
BEN,NYSE,43052,CFRA,BEN,NYSE,2,Coprorate Action Maintained,4,15
BERY,NYSE,43054,CFRA,BERY,NYSE,2,Coprorate Action Maintained,4,15
BG,NYSE,43061,CFRA,BG,NYSE,2,Coprorate Action Maintained,4,15
BIG,NYSE,43081,CFRA,BIG,NYSE,2,Coprorate Action Maintained,4,15
BIO,NYSE,43083,CFRA,BIO,NYSE,2,Coprorate Action Maintained,4,15
BK,NYSE,43089,CFRA,BK,NYSE,2,Coprorate Action Maintained,4,15
BKH,NYSE,43092,CFRA,BKH,NYSE,2,Coprorate Action Maintained,4,15
BLK,NYSE,43099,CFRA,BLK,NYSE,2,Coprorate Action Maintained,4,15
BLL,NYSE,43100,CFRA,BLL,NYSE,2,Coprorate Action Maintained,4,15
BMO,NYSE,43108,CFRA,BMO,NYSE,2,Coprorate Action Maintained,2,15
BMY,NYSE,43111,CFRA,BMY,NYSE,2,Coprorate Action Maintained,4,15
BNS,NYSE,43114,CFRA,BNS,NYSE,2,Coprorate Action Maintained,2,15
BOH,NYSE,43117,CFRA,BOH,NYSE,2,Coprorate Action Maintained,4,15
BP,NYSE,43123,CFRA,BP,NYSE,2,Coprorate Action Maintained,2,15
BR,NYSE,43131,CFRA,BR,NYSE,2,Coprorate Action Maintained,4,15
BRO,NYSE,43134,CFRA,BRO,NYSE,2,Coprorate Action Maintained,4,15
BSX,NYSE,43148,CFRA,BSX,NYSE,2,Coprorate Action Maintained,4,15
BUD,NYSE,43158,CFRA,BUD,NYSE,2,Coprorate Action Maintained,2,15
BWA,NYSE,43162,CFRA,BWA,NYSE,2,Coprorate Action Maintained,4,15
BX,NYSE,43167,CFRA,BX,NYSE,2,Coprorate Action Maintained,4,15
BXP,NYSE,43172,CFRA,BXP,NYSE,2,Coprorate Action Maintained,4,15
C,NYSE,43177,CFRA,C,NYSE,2,Coprorate Action Maintained,4,15
CACI,NYSE,43179,CFRA,CACI,NYSE,2,Coprorate Action Maintained,4,15
CAG,NYSE,43182,CFRA,CAG,NYSE,2,Coprorate Action Maintained,4,15
CAH,NYSE,43183,CFRA,CAH,NYSE,2,Coprorate Action Maintained,4,15
CAJ,NYSE,43184,CFRA,CAJ,NYSE,2,Coprorate Action Maintained,2,15
CAT,NYSE,43190,CFRA,CAT,NYSE,2,Coprorate Action Maintained,4,15
CBRE,NYSE,43196,CFRA,CBRE,NYSE,2,Coprorate Action Maintained,4,15
CBT,NYSE,43204,CFRA,CBT,NYSE,2,Coprorate Action Maintained,4,15
CCI,NYSE,43210,CFRA,CCI,NYSE,2,Coprorate Action Maintained,4,15
CCK,NYSE,43212,CFRA,CCK,NYSE,2,Coprorate Action Maintained,4,15
CCL,NYSE,43213,CFRA,CCL,NYSE,2,Coprorate Action Maintained,4,15
CE,NYSE,43222,CFRA,CE,NYSE,2,Coprorate Action Maintained,4,15
CF,NYSE,43232,CFRA,CF,NYSE,2,Coprorate Action Maintained,4,15
CFG,NYSE,43233,CFRA,CFG,NYSE,2,Coprorate Action Maintained,4,15
CFR,NYSE,43236,CFRA,CFR,NYSE,2,Coprorate Action Maintained,4,15
CHD,NYSE,43242,CFRA,CHD,NYSE,2,Coprorate Action Maintained,4,15
CI,NYSE,43256,CFRA,CI,NYSE,2,Coprorate Action Maintained,4,15
CIEN,NYSE,43260,CFRA,CIEN,NYSE,2,Coprorate Action Maintained,4,15
CL,NYSE,43272,CFRA,CL,NYSE,2,Coprorate Action Maintained,4,15
CLB,NYSE,43273,CFRA,CLB,NYSE,2,Coprorate Action Maintained,4,15
CLF,NYSE,43277,CFRA,CLF,NYSE,2,Coprorate Action Maintained,4,15
CLW,NYSE,43284,CFRA,CLW,NYSE,2,Coprorate Action Maintained,4,15
CLX,NYSE,43285,CFRA,CLX,NYSE,2,Coprorate Action Maintained,4,15
CM,NYSE,43286,CFRA,CM,NYSE,2,Coprorate Action Maintained,2,15
CMA,NYSE,43287,CFRA,CMA,NYSE,2,Coprorate Action Maintained,4,15
CMC,NYSE,43288,CFRA,CMC,NYSE,2,Coprorate Action Maintained,4,15
CMG,NYSE,43290,CFRA,CMG,NYSE,2,Coprorate Action Maintained,4,15
CMI,NYSE,43291,CFRA,CMI,NYSE,2,Coprorate Action Maintained,4,15
CMP,NYSE,43296,CFRA,CMP,NYSE,2,Coprorate Action Maintained,4,15
CMS,NYSE,43298,CFRA,CMS,NYSE,2,Coprorate Action Maintained,4,15
CNA,NYSE,43300,CFRA,CNA,NYSE,2,Coprorate Action Maintained,4,15
CNC,NYSE,43301,CFRA,CNC,NYSE,2,Coprorate Action Maintained,4,15
CNHI,NYSE,43303,CFRA,CNHI,NYSE,2,Coprorate Action Maintained,2,15
CNI,NYSE,43304,CFRA,CNI,NYSE,2,Coprorate Action Maintained,2,15
CNP,NYSE,43309,CFRA,CNP,NYSE,2,Coprorate Action Maintained,4,15
CNQ,NYSE,43310,CFRA,CNQ,NYSE,2,Coprorate Action Maintained,2,15
COF,NYSE,43317,CFRA,COF,NYSE,2,Coprorate Action Maintained,4,15
TPR,NYSE,43319,CFRA,TPR,NYSE,2,Coprorate Action Maintained,4,15
COO,NYSE,43321,CFRA,COO,NYSE,2,Coprorate Action Maintained,4,15
COR,NYSE,43323,CFRA,COR,NYSE,2,Coprorate Action Maintained,4,15
COTY,NYSE,43326,CFRA,COTY,NYSE,2,Coprorate Action Maintained,4,15
CP,NYSE,43328,CFRA,CP,NYSE,2,Coprorate Action Maintained,4,15
CPB,NYSE,43331,CFRA,CPB,NYSE,2,Coprorate Action Maintained,4,15
CR,NYSE,43341,CFRA,CR,NYSE,2,Coprorate Action Maintained,4,15
CRI,NYSE,43345,CFRA,CRI,NYSE,2,Coprorate Action Maintained,4,15
CRL,NYSE,43347,CFRA,CRL,NYSE,2,Coprorate Action Maintained,4,15
CRM,NYSE,43348,CFRA,CRM,NYSE,2,Coprorate Action Maintained,4,15
CRS,NYSE,43350,CFRA,CRS,NYSE,2,Coprorate Action Maintained,4,15
CS,NYSE,43353,CFRA,CS,NYSE,2,Coprorate Action Maintained,2,15
CSL,NYSE,43358,CFRA,CSL,NYSE,2,Coprorate Action Maintained,4,15
CSX,NasdaqGS,43365,CFRA,CSX,NASDAQ,1,Coprorate Action Maintained,4,15
CTLT,NYSE,43368,CFRA,CTLT,NYSE,2,Coprorate Action Maintained,4,15
CUBE,NYSE,43373,CFRA,CUBE,NYSE,2,Coprorate Action Maintained,4,15
CVE,NYSE,43379,CFRA,CVE,NYSE,2,Coprorate Action Maintained,2,15
CVS,NYSE,43385,CFRA,CVS,NYSE,2,Coprorate Action Maintained,4,15
CVX,NYSE,43387,CFRA,CVX,NYSE,2,Coprorate Action Maintained,4,15
D,NYSE,43403,CFRA,D,NYSE,2,Coprorate Action Maintained,4,15
DAL,NYSE,43405,CFRA,DAL,NYSE,2,Coprorate Action Maintained,4,15
DAN,NYSE,43406,CFRA,DAN,NYSE,2,Coprorate Action Maintained,4,15
DB,NYSE,43410,CFRA,DB,NYSE,2,Coprorate Action Maintained,2,15
DBD,NYSE,43411,CFRA,DBD,NYSE,2,Coprorate Action Maintained,4,15
DDD,NYSE,43420,CFRA,DDD,NYSE,2,Coprorate Action Maintained,4,15
DDS,NYSE,43424,CFRA,DDS,NYSE,2,Coprorate Action Maintained,4,15
DE,NYSE,43425,CFRA,DE,NYSE,2,Coprorate Action Maintained,4,15
DEO,NYSE,43430,CFRA,DEO,NYSE,2,Coprorate Action Maintained,2,15
DFS,NYSE,43434,CFRA,DFS,NYSE,2,Coprorate Action Maintained,4,15
DG,NYSE,43436,CFRA,DG,NYSE,2,Coprorate Action Maintained,4,15
DGX,NYSE,43438,CFRA,DGX,NYSE,2,Coprorate Action Maintained,4,15
DHI,NYSE,43441,CFRA,DHI,NYSE,2,Coprorate Action Maintained,4,15
DHR,NYSE,43442,CFRA,DHR,NYSE,2,Coprorate Action Maintained,4,15
DIS,NYSE,43447,CFRA,DIS,NYSE,2,Coprorate Action Maintained,4,15
DKS,NYSE,43450,CFRA,DKS,NYSE,2,Coprorate Action Maintained,4,15
DLB,NYSE,43452,CFRA,DLB,NYSE,2,Coprorate Action Maintained,4,15
DLR,NYSE,43454,CFRA,DLR,NYSE,2,Coprorate Action Maintained,4,15
DOV,NYSE,43470,CFRA,DOV,NYSE,2,Coprorate Action Maintained,4,15
DD,NYSE,43471,CFRA,DD,NYSE,2,Coprorate Action Maintained,4,15
DPZ,NYSE,43476,CFRA,DPZ,NYSE,2,Coprorate Action Maintained,4,15
DRE,NYSE,43481,CFRA,DRE,NYSE,2,Coprorate Action Maintained,4,15
DRI,NYSE,43483,CFRA,DRI,NYSE,2,Coprorate Action Maintained,4,15
DTE,NYSE,43494,CFRA,DTE,NYSE,2,Coprorate Action Maintained,4,15
DUK,NYSE,43497,CFRA,DUK,NYSE,2,Coprorate Action Maintained,4,15
DVA,NYSE,43499,CFRA,DVA,NYSE,2,Coprorate Action Maintained,4,15
EAT,NYSE,43509,CFRA,EAT,NYSE,2,Coprorate Action Maintained,4,15
OVV,NYSE,43514,CFRA,OVV,NYSE,2,Coprorate Action Maintained,4,15
ECL,NYSE,43516,CFRA,ECL,NYSE,2,Coprorate Action Maintained,4,15
ED,NYSE,43520,CFRA,ED,NYSE,2,Coprorate Action Maintained,4,15
EDU,NYSE,43527,CFRA,EDU,NYSE,2,Coprorate Action Maintained,2,15
EFX,NYSE,43536,CFRA,EFX,NYSE,2,Coprorate Action Maintained,4,15
EGP,NYSE,43541,CFRA,EGP,NYSE,2,Coprorate Action Maintained,4,15
EIX,NYSE,43546,CFRA,EIX,NYSE,2,Coprorate Action Maintained,4,15
EL,NYSE,43548,CFRA,EL,NYSE,2,Coprorate Action Maintained,4,15
ELY,NYSE,43553,CFRA,ELY,NYSE,2,Coprorate Action Maintained,4,15
EMN,NYSE,43559,CFRA,EMN,NYSE,2,Coprorate Action Maintained,4,15
EMR,NYSE,43561,CFRA,EMR,NYSE,2,Coprorate Action Maintained,4,15
EPAM,NYSE,43580,CFRA,EPAM,NYSE,2,Coprorate Action Maintained,4,15
EQR,NYSE,43586,CFRA,EQR,NYSE,2,Coprorate Action Maintained,4,15
EQT,NYSE,43588,CFRA,EQT,NYSE,2,Coprorate Action Maintained,4,15
ERJ,NYSE,43592,CFRA,ERJ,NYSE,2,Coprorate Action Maintained,2,15
ESS,NYSE,43601,CFRA,ESS,NYSE,2,Coprorate Action Maintained,4,15
ETN,NYSE,43609,CFRA,ETN,NYSE,2,Coprorate Action Maintained,4,15
ETR,NYSE,43612,CFRA,ETR,NYSE,2,Coprorate Action Maintained,4,15
EVR,NYSE,43627,CFRA,EVR,NYSE,2,Coprorate Action Maintained,4,15
EW,NYSE,43630,CFRA,EW,NYSE,2,Coprorate Action Maintained,4,15
EXC,NasdaqGS,43633,CFRA,EXC,NASDAQ,1,Coprorate Action Maintained,4,15
EXP,NYSE,43639,CFRA,EXP,NYSE,2,Coprorate Action Maintained,4,15
EXR,NYSE,43641,CFRA,EXR,NYSE,2,Coprorate Action Maintained,4,15
F,NYSE,43642,CFRA,F,NYSE,2,Coprorate Action Maintained,4,15
FBHS,NYSE,43648,CFRA,FBHS,NYSE,2,Coprorate Action Maintained,4,15
STLA,NYSE,43652,CFRA,STLA,NYSE,2,Coprorate Action Maintained,2,15
