provider_symbol,source_exchange,master_id,source_name,agrud_ticker,agrud_exchange_name,exchange_id,,security_type_id,provider_id
600048 CH,SHSE,123970,CFRA,600048,SHG,18,Not Maintained,4,15
000002 CH,SZSE,125673,CFRA,000002,SHE,113,Not Maintained,4,15
603288 CH,SHSE,125087,CFRA,603288,SHG,18,Not Maintained,4,15
001979 CH,SZSE,126124,CFRA,001979,SHE,113,Not Maintained,4,15
300498 CH,SZSE,127631,CFRA,300498,SHE,113,Not Maintained,4,15
002304 CH,SZSE,126420,CFRA,002304,SHE,113,Not Maintained,4,15
600276 CH,SHSE,124163,CFRA,600276,SHG,18,Not Maintained,4,15
600340 CH,SHSE,124219,CFRA,600340,SHG,18,Not Maintained,4,15
BATS LN,LSE,79731,CFRA,BATS,LSE,25,Not Maintained,4,15
ABF LN,LSE,79741,CFRA,ABF,LSE,25,Not Maintained,4,15
HSBA LN,LSE,77673,CFRA,HSBA,LSE,25,Not Maintained,4,15
HL. LN,LSE,79760,CFRA,HL,LSE,25,Not Maintained,4,15
TW LN,LSE,79785,CFRA,TW,LSE,25,Not Maintained,4,15
VOD LN,LSE,77677,CFRA,VOD,LSE,25,Not Maintained,4,15
AZN LN,LSE,77669,CFRA,AZN,LSE,25,Not Maintained,4,15
BDEV LN,LSE,79780,CFRA,BDEV,LSE,25,Not Maintained,4,15
DLG LN,LSE,79799,CFRA,DLG,LSE,25,Not Maintained,4,15
PSN LN,LSE,79764,CFRA,PSN,LSE,25,Not Maintained,4,15
RTO LN,LSE,79759,CFRA,RTO,LSE,25,Not Maintained,4,15
SMIN LN,LSE,79784,CFRA,SMIN,LSE,25,Not Maintained,4,15
IMI LN,LSE,79822,CFRA,IMI,LSE,25,Not Maintained,4,15
AV LN,LSE,79749,CFRA,AV,LSE,25,Not Maintained,4,15
MNDI LN,LSE,79766,CFRA,MNDI,LSE,25,Not Maintained,4,15
WPP LN,LSE,79761,CFRA,WPP,LSE,25,Not Maintained,4,15
SGRO LN,LSE,79751,CFRA,SGRO,LSE,25,Not Maintained,4,15
ITV LN,LSE,79809,CFRA,ITV,LSE,25,Not Maintained,4,15
CNA LN,LSE,79834,CFRA,CNA,LSE,25,Not Maintained,4,15
FERG LN,LSE,79748,CFRA,FERG,LSE,25,Not Maintained,4,15
LAND LN,LSE,79781,CFRA,LAND,LSE,25,Not Maintained,4,15
BP LN,LSE,77675,CFRA,BP,LSE,25,Not Maintained,4,15
BKG LN,LSE,79782,CFRA,BKG,LSE,25,Not Maintained,4,15
OCDO LN,LSE,79750,CFRA,OCDO,LSE,25,Not Maintained,4,15
KGF LN,LSE,79805,CFRA,KGF,LSE,25,Not Maintained,4,15
III LN,LSE,79756,CFRA,III,LSE,25,Not Maintained,4,15
HIK LN,LSE,79778,CFRA,HIK,LSE,25,Not Maintained,4,15
IMB LN,LSE,79740,CFRA,IMB,LSE,25,Not Maintained,4,15
EZJ LN,LSE,79813,CFRA,EZJ,LSE,25,Not Maintained,4,15
STJ LN,LSE,79789,CFRA,STJ,LSE,25,Not Maintained,4,15
SSE LN,LSE,79745,CFRA,SSE,LSE,25,Not Maintained,4,15
TPK LN,LSE,79818,CFRA,TPK,LSE,25,Not Maintained,4,15
STAN LN,LSE,79742,CFRA,STAN,LSE,25,Not Maintained,4,15
LGEN LN,LSE,79746,CFRA,LGEN,LSE,25,Not Maintained,4,15
CPG LN,LSE,79737,CFRA,CPG,LSE,25,Not Maintained,4,15
LLOY LN,LSE,79735,CFRA,LLOY,LSE,25,Not Maintained,4,15
REL LN,LSE,79733,CFRA,REL,LSE,25,Not Maintained,4,15
SMDS LN,LSE,79792,CFRA,SMDS,LSE,25,Not Maintained,4,15
DGE LN,LSE,77676,CFRA,DGE,LSE,25,Not Maintained,4,15
SN LN,LSE,79744,CFRA,SN,LSE,25,Not Maintained,4,15
AHT LN,LSE,79752,CFRA,AHT,LSE,25,Not Maintained,4,15
JMAT LN,LSE,79798,CFRA,JMAT,LSE,25,Not Maintained,4,15
GSK LN,LSE,77674,CFRA,GSK,LSE,25,Not Maintained,4,15
RIO LN,LSE,77678,CFRA,RIO,LSE,25,Not Maintained,4,15
ULVR LN,LSE,77671,CFRA,ULVR,LSE,25,Not Maintained,4,15
BNZL LN,LSE,79774,CFRA,BNZL,LSE,25,Not Maintained,4,15
MNG LN,LSE,79800,CFRA,MNG,LSE,25,Not Maintained,4,15
BRBY LN,LSE,79771,CFRA,BRBY,LSE,25,Not Maintained,4,15
ITRK LN,LSE,79755,CFRA,ITRK,LSE,25,Not Maintained,4,15
IHG LN,LSE,79762,CFRA,IHG,LSE,25,Not Maintained,4,15
UU LN,LSE,79770,CFRA,UU,LSE,25,Not Maintained,4,15
SDR LN,LSE,79753,CFRA,SDR,LSE,25,Not Maintained,4,15
HLMA LN,LSE,79758,CFRA,HLMA,LSE,25,Not Maintained,4,15
PSON LN,LSE,79795,CFRA,PSON,LSE,25,Not Maintained,4,15
RR LN,LSE,79763,CFRA,RR,LSE,25,Not Maintained,4,15
ANTO LN,LSE,79757,CFRA,ANTO,LSE,25,Not Maintained,4,15
SPX LN,LSE,79768,CFRA,SPX,LSE,25,Not Maintained,4,15
BARC LN,LSE,77672,CFRA,BARC,LSE,25,Not Maintained,4,15
INF LN,LSE,79772,CFRA,INF,LSE,25,Not Maintained,4,15
MKS LN,LSE,79830,CFRA,MKS,LSE,25,Not Maintained,4,15
BT.A LN,LSE,79747,CFRA,BT-A,LSE,25,Not Maintained,4,15
ABDN LN,LSE,79779,CFRA,ABDN,LSE,25,Not Maintained,4,15
SGE LN,LSE,79765,CFRA,SGE,LSE,25,Not Maintained,4,15
SVT LN,LSE,79777,CFRA,SVT,LSE,25,Not Maintained,4,15
LSEG LN,LSE,79734,CFRA,LSE,LSE,25,Not Maintained,4,15
CCH LN,LSE,80119,CFRA,CCH,LSE,25,Not Maintained,4,15
NXT LN,LSE,79769,CFRA,NXT,LSE,25,Not Maintained,4,15
MRO LN,LSE,79783,CFRA,MRO,LSE,25,Not Maintained,4,15
RKT LN,LSE,79732,CFRA,RKT,LSE,25,Not Maintained,4,15
BA LN,LSE,79739,CFRA,BA,LSE,25,Not Maintained,4,15
PRU LN,LSE,77670,CFRA,PRU,LSE,25,Not Maintained,4,15
AAL LN,LSE,79738,CFRA,AAL,LSE,25,Not Maintained,4,15
NG LN,LSE,77679,CFRA,NG,LSE,25,Not Maintained,4,15
TSCO LN,LSE,79736,CFRA,TSCO,LSE,25,Not Maintained,4,15
PFC LN,LSE,79936,CFRA,PFC,LSE,25,Not Maintained,4,15
MAERSKB DC,CPSE,82787,CFRA,MAERSKB,CO,21,Not Maintained,4,15
GN DC,CPSE,82784,CFRA,GN,CO,21,Not Maintained,4,15
DSV DC,CPSE,82782,CFRA,DSV,CO,21,Not Maintained,4,15
CARLB DC,CPSE,82778,CFRA,CARLB,CO,21,Not Maintained,4,15
PNDORA DC,CPSE,82791,CFRA,PNDORA,CO,21,Not Maintained,4,15
NOVO.B DC,CPSE,77651,CFRA,NOVO-B,CO,21,Not Maintained,4,15
GMAB DC,CPSE,82783,CFRA,GMAB,CO,21,Not Maintained,4,15
ORSTED DC,CPSE,82790,CFRA,ORSTED,CO,21,Not Maintained,4,15
COLOB DC,CPSE,82779,CFRA,COLOB,CO,21,Not Maintained,4,15
NZYMB DC,CPSE,82789,CFRA,NZYMB,CO,21,Not Maintained,4,15
DANSKE DC,CPSE,82780,CFRA,DANSKE,CO,21,Not Maintained,4,15
VWS DC,CPSE,82795,CFRA,VWS,CO,21,Not Maintained,4,15
EDF FP,ENXTPA,122066,CFRA,EDF,PA,19,Not Maintained,4,15
BNP FP,ENXTPA,80481,CFRA,BNP,PA,19,Not Maintained,4,15
TTE FP,ENXTPA,122396,CFRA,TTE,PA,19,Not Maintained,4,15
GFC FP,ENXTPA,122119,CFRA,GFC,PA,19,Not Maintained,4,15
TEP FP,ENXTPA,122384,CFRA,TEP,PA,19,Not Maintained,4,15
CS FP,ENXTPA,80477,CFRA,CS,PA,19,Not Maintained,4,15
ENGI FP,ENXTPA,80488,CFRA,ENGI,PA,19,Not Maintained,4,15
AIR FP,ENXTPA,121734,CFRA,AIR,PA,19,Not Maintained,4,15
SCR FP,ENXTPA,122351,CFRA,SCR,PA,19,Not Maintained,4,15
HO FP,ENXTPA,80502,CFRA,HO,PA,19,Not Maintained,4,15
SGO FP,ENXTPA,80499,CFRA,SGO,PA,19,Not Maintained,4,15
VIV FP,ENXTPA,80505,CFRA,VIV,PA,19,Not Maintained,4,15
ML FP,ENXTPA,80493,CFRA,ML,PA,19,Not Maintained,4,15
UBI FP,ENXTPA,122398,CFRA,UBI,PA,19,Not Maintained,4,15
PUB FP,ENXTPA,80496,CFRA,PUB,PA,19,Not Maintained,4,15
AKE FP,ENXTPA,121736,CFRA,AKE,PA,19,Not Maintained,4,15
SU FP,ENXTPA,77664,CFRA,SU,PA,19,Not Maintained,4,15
GLE FP,ENXTPA,80500,CFRA,GLE,PA,19,Not Maintained,4,15
LI FP,ENXTPA,122172,CFRA,LI,PA,19,Not Maintained,4,15
CA FP,ENXTPA,80484,CFRA,CA,PA,19,Not Maintained,4,15
ALO FP,ENXTPA,121891,CFRA,ALO,PA,19,Not Maintained,4,15
EN FP,ENXTPA,80482,CFRA,EN,PA,19,Not Maintained,4,15
SESG FP,ENXTPA,122357,CFRA,SESG,PA,19,Not Maintained,4,15
SAF FP,ENXTPA,80498,CFRA,SAF,PA,19,Not Maintained,4,15
MC FP,ENXTPA,77648,CFRA,MC,PA,19,Not Maintained,4,15
KER FP,ENXTPA,80491,CFRA,KER,PA,19,Not Maintained,4,15
EDEN FP,ENXTPA,122065,CFRA,EDEN,PA,19,Not Maintained,4,15
ETL FP,ENXTPA,122084,CFRA,ETL,PA,19,Not Maintained,4,15
IPN FP,ENXTPA,122154,CFRA,IPN,PA,19,Not Maintained,4,15
RI FP,ENXTPA,80494,CFRA,RI,PA,19,Not Maintained,4,15
EL FP,ENXTPA,80489,CFRA,EL,PA,19,Not Maintained,4,15
VIE FP,ENXTPA,80503,CFRA,VIE,PA,19,Not Maintained,4,15
OR FP,ENXTPA,77650,CFRA,OR,PA,19,Not Maintained,4,15
MMB FP,ENXTPA,122281,CFRA,MMB,PA,19,Not Maintained,4,15
SW FP,ENXTPA,80501,CFRA,SW,PA,19,Not Maintained,4,15
ATO FP,ENXTPA,80480,CFRA,ATO,PA,19,Not Maintained,4,15
DSY FP,ENXTPA,80487,CFRA,DSY,PA,19,Not Maintained,4,15
RNO FP,ENXTPA,80497,CFRA,RNO,PA,19,Not Maintained,4,15
RMS FP,ENXTPA,80490,CFRA,RMS,PA,19,Not Maintained,4,15
LR FP,ENXTPA,80492,CFRA,LR,PA,19,Not Maintained,4,15
SEV FP,ENXTPA,122359,CFRA,SEV,PA,19,Not Maintained,4,15
AF FP,ENXTPA,121732,CFRA,AF,PA,19,Not Maintained,4,15
BN FP,ENXTPA,80486,CFRA,BN,PA,19,Not Maintained,4,15
CAP FP,ENXTPA,80483,CFRA,CAP,PA,19,Not Maintained,4,15
STM FP,ENXTPA,122378,CFRA,STM,PA,19,Not Maintained,4,15
SAN FP,ENXTPA,77657,CFRA,SAN,PA,19,Not Maintained,4,15
ACA FP,ENXTPA,80485,CFRA,ACA,PA,19,Not Maintained,4,15
DG FP,ENXTPA,80504,CFRA,DG,PA,19,Not Maintained,4,15
AI FP,ENXTPA,80479,CFRA,AI,PA,19,Not Maintained,4,15
AC FP,ENXTPA,80478,CFRA,AC,PA,19,Not Maintained,4,15
FR FP,ENXTPA,122109,CFRA,FR,PA,19,Not Maintained,4,15
PRX NA,ENXTAM,77655,CFRA,PRX,AS,23,Not Maintained,4,15
MT NA,ENXTAM,122476,CFRA,MT,AS,23,Not Maintained,4,15
ASML NA,ENXTAM,77656,CFRA,ASML,AS,23,Not Maintained,4,15
AKZA NA,ENXTAM,79718,CFRA,AKZA,AS,23,Not Maintained,4,15
KPN NA,ENXTAM,79724,CFRA,KPN,AS,23,Not Maintained,4,15
RDSA NA,ENXTAM,77654,CFRA,RDSA,AS,23,Not Maintained,4,15
INGA NA,ENXTAM,79723,CFRA,INGA,AS,23,Not Maintained,4,15
CCEP NA,ENXTAM,122441,CFRA,CCEP,AS,23,Not Maintained,4,15
DSM NA,ENXTAM,79720,CFRA,DSM,AS,23,Not Maintained,4,15
PHIA NA,ENXTAM,79726,CFRA,PHIA,AS,23,Not Maintained,4,15
AD NA,ENXTAM,79717,CFRA,AD,AS,23,Not Maintained,4,15
NN NA,ENXTAM,79725,CFRA,NN,AS,23,Not Maintained,4,15
ADYEN NA,ENXTAM,79715,CFRA,ADYEN,AS,23,Not Maintained,4,15
ABN NA,ENXTAM,79714,CFRA,ABN,AS,23,Not Maintained,4,15
HEIA NA,ENXTAM,79721,CFRA,HEIA,AS,23,Not Maintained,4,15
AGN NA,ENXTAM,79716,CFRA,AGN,AS,23,Not Maintained,4,15
RAND NA,ENXTAM,79727,CFRA,RAND,AS,23,Not Maintained,4,15
URW NA,ENXTAM,122508,CFRA,URW,AS,23,Not Maintained,4,15
WKL NA,ENXTAM,79730,CFRA,WKL,AS,23,Not Maintained,4,15
HOLN SW,SWX,79504,CFRA,HOLN,SW,15,Not Maintained,4,15
UBSG SW,SWX,79513,CFRA,UBSG,SW,15,Not Maintained,4,15
SIKA SW,SWX,79508,CFRA,SIKA,SW,15,Not Maintained,4,15
NESN SW,SWX,77641,CFRA,NESN,SW,15,Not Maintained,4,15
ROG SW,SWX,77642,CFRA,ROG,SW,15,Not Maintained,4,15
SLHN SW,SWX,79510,CFRA,SLHN,SW,15,Not Maintained,4,15
ADEN SW,SWX,79499,CFRA,ADEN,SW,15,Not Maintained,4,15
ABBN SW,SWX,79498,CFRA,ABBN,SW,15,Not Maintained,4,15
SREN SW,SWX,79511,CFRA,SREN,SW,15,Not Maintained,4,15
LONN SW,SWX,79505,CFRA,LONN,SW,15,Not Maintained,4,15
ZURN SW,SWX,79514,CFRA,ZURN,SW,15,Not Maintained,4,15
ALC SW,SWX,79500,CFRA,ALC,SW,15,Not Maintained,4,15
CFR SW,SWX,79506,CFRA,CFR,SW,15,Not Maintained,4,15
UHR SW,SWX,79509,CFRA,UHR,SW,15,Not Maintained,4,15
CSGN SW,SWX,79501,CFRA,CSGN,SW,15,Not Maintained,4,15
GIVN SW,SWX,79503,CFRA,GIVN,SW,15,Not Maintained,4,15
SGSN SW,SWX,79507,CFRA,SGSN,SW,15,Not Maintained,4,15
SCMN SW,SWX,79512,CFRA,SCMN,SW,15,Not Maintained,4,15
GEBN SW,SWX,79502,CFRA,GEBN,SW,15,Not Maintained,4,15
DPW GY,XTRA,82764,CFRA,DPW,XETRA,22,Not Maintained,4,15
IFX GY,XTRA,82771,CFRA,IFX,XETRA,22,Not Maintained,4,15
FRE GY,XTRA,82767,CFRA,FRE,XETRA,22,Not Maintained,4,15
EOAN GY,XTRA,82766,CFRA,EOAN,XETRA,22,Not Maintained,4,15
SIE GY,XTRA,77662,CFRA,SIE,XETRA,22,Not Maintained,4,15
VNA GY,XTRA,82775,CFRA,VNA,XETRA,22,Not Maintained,4,15
1COV GY,XTRA,82759,CFRA,1COV,XETRA,22,Not Maintained,4,15
DB1 GY,XTRA,82762,CFRA,DB1,XETRA,22,Not Maintained,4,15
VOW3 GY,XTRA,82774,CFRA,VOW3,XETRA,22,Not Maintained,4,15
RWE GY,XTRA,82773,CFRA,RWE,XETRA,22,Not Maintained,4,15
DAI GY,XTRA,82760,CFRA,DAI,XETRA,22,Not Maintained,4,15
BAYN GY,XTRA,82755,CFRA,BAYN,XETRA,22,Not Maintained,4,15
ADS GY,XTRA,82754,CFRA,ADS,XETRA,22,Not Maintained,4,15
BMW GY,XTRA,82757,CFRA,BMW,XETRA,22,Not Maintained,4,15
CON GY,XTRA,82758,CFRA,CON,XETRA,22,Not Maintained,4,15
FME GY,XTRA,82768,CFRA,FME,XETRA,22,Not Maintained,4,15
BEI GY,XTRA,82756,CFRA,BEI,XETRA,22,Not Maintained,4,15
DBK GY,XTRA,82761,CFRA,DBK,XETRA,22,Not Maintained,4,15
LHA GY,XTRA,82763,CFRA,LHA,XETRA,22,Not Maintained,4,15
HEN3 GY,XTRA,82770,CFRA,HEN3,XETRA,22,Not Maintained,4,15
BAS GY,XTRA,77667,CFRA,BAS,XETRA,22,Not Maintained,4,15
AT1 GY,XTRA,138407,CFRA,AT1,XETRA,22,Not Maintained,4,15
SDF GY,XTRA,138408,CFRA,SDF,XETRA,22,Not Maintained,4,15
DTE GY,XTRA,82765,CFRA,DTE,XETRA,22,Not Maintained,4,15
ALV GY,XTRA,77661,CFRA,ALV,XETRA,22,Not Maintained,4,15
HEI GY,XTRA,82769,CFRA,HEI,XETRA,22,Not Maintained,4,15
MRK GY,XTRA,82772,CFRA,MRK,XETRA,22,Not Maintained,4,15
SAP GY,XTRA,77653,CFRA,SAP,XETRA,22,Not Maintained,4,15
INFO IN,NSEI,61008,CFRA,INFO,NSE,10,Coprorate Action Maintained,4,15
ITC IN,NSEI,61020,CFRA,ITC,NSE,10,Coprorate Action Maintained,4,15
HUVR IN,NSEI,60945,CFRA,HINDUNILVR,NSE,10,Coprorate Action Maintained,4,15
TTMT IN,NSEI,61586,CFRA,TATAMOTORS,NSE,10,Coprorate Action Maintained,4,15
TCS IN,NSEI,61580,CFRA,TCS,NSE,10,Coprorate Action Maintained,4,15
WPRO IN,NSEI,61714,CFRA,WIPRO,NSE,10,Coprorate Action Maintained,4,15
2454 TT,TWSE,82671,CFRA,2454,TW,17,Not Maintained,4,15
2330 TT,TWSE,77644,CFRA,2330,TW,17,Not Maintained,4,15
2882 TT,TWSE,82678,CFRA,2882,TW,17,Not Maintained,4,15
1216 TT,TWSE,82675,CFRA,1216,TW,17,Not Maintained,4,15
2317 TT,TWSE,82670,CFRA,2317,TW,17,Not Maintained,4,15
2303 TT,TWSE,82691,CFRA,2303,TW,17,Not Maintained,4,15
2002 TT,TWSE,82684,CFRA,2002,TW,17,Not Maintained,4,15
2412 TT,TWSE,82672,CFRA,2412,TW,17,Not Maintained,4,15
2409 TT,TWSE,82719,CFRA,2409,TW,17,Not Maintained,4,15
4543 JP,TSE,80753,CFRA,4543,TSE,20,Coprorate Action Maintained,4,15
8766 JP,TSE,80758,CFRA,8766,TSE,20,Coprorate Action Maintained,4,15
7203 JP,TSE,77649,CFRA,7203,TSE,20,Coprorate Action Maintained,4,15
4507 JP,TSE,80723,CFRA,4507,TSE,20,Coprorate Action Maintained,4,15
2413 JP,TSE,80651,CFRA,2413,TSE,20,Coprorate Action Maintained,4,15
4661 JP,TSE,115299,CFRA,4661,TSE,20,Coprorate Action Maintained,4,15
6367 JP,TSE,80591,CFRA,6367,TSE,20,Coprorate Action Maintained,4,15
2503 JP,TSE,80642,CFRA,2503,TSE,20,Coprorate Action Maintained,4,15
6752 JP,TSE,80709,CFRA,6752,TSE,20,Coprorate Action Maintained,4,15
2897 JP,TSE,114427,CFRA,2897,TSE,20,Coprorate Action Maintained,4,15
4528 JP,TSE,115219,CFRA,4528,TSE,20,Coprorate Action Maintained,4,15
9684 JP,TSE,117227,CFRA,9684,TSE,20,Coprorate Action Maintained,4,15
4452 JP,TSE,80635,CFRA,4452,TSE,20,Coprorate Action Maintained,4,15
4911 JP,TSE,80724,CFRA,4911,TSE,20,Coprorate Action Maintained,4,15
6971 JP,TSE,80649,CFRA,6971,TSE,20,Coprorate Action Maintained,4,15
2269 JP,TSE,80657,CFRA,2269,TSE,20,Coprorate Action Maintained,4,15
7201 JP,TSE,80691,CFRA,7201,TSE,20,Coprorate Action Maintained,4,15
9983 JP,TSE,80606,CFRA,9983,TSE,20,Coprorate Action Maintained,4,15
4523 JP,TSE,80603,CFRA,4523,TSE,20,Coprorate Action Maintained,4,15
2914 JP,TSE,80628,CFRA,2914,TSE,20,Coprorate Action Maintained,4,15
5108 JP,TSE,80576,CFRA,5108,TSE,20,Coprorate Action Maintained,4,15
4519 JP,TSE,80582,CFRA,4519,TSE,20,Coprorate Action Maintained,4,15
8113 JP,TSE,116733,CFRA,8113,TSE,20,Coprorate Action Maintained,4,15
7751 JP,TSE,80577,CFRA,7751,TSE,20,Coprorate Action Maintained,4,15
8267 JP,TSE,80565,CFRA,8267,TSE,20,Coprorate Action Maintained,4,15
6869 JP,TSE,116134,CFRA,6869,TSE,20,Coprorate Action Maintained,4,15
7974 JP,TSE,116650,CFRA,7974,TSE,20,Coprorate Action Maintained,4,15
8035 JP,TSE,80761,CFRA,8035,TSE,20,Coprorate Action Maintained,4,15
6981 JP,TSE,116191,CFRA,6981,TSE,20,Coprorate Action Maintained,4,15
4063 JP,TSE,80721,CFRA,4063,TSE,20,Coprorate Action Maintained,4,15
8316 JP,TSE,80739,CFRA,8316,TSE,20,Coprorate Action Maintained,4,15
6594 JP,TSE,116003,CFRA,6594,TSE,20,Coprorate Action Maintained,4,15
2502 JP,TSE,80572,CFRA,2502,TSE,20,Coprorate Action Maintained,4,15
6758 JP,TSE,77660,CFRA,6758,TSE,20,Coprorate Action Maintained,4,15
6098 JP,TSE,80711,CFRA,6098,TSE,20,Coprorate Action Maintained,4,15
3382 JP,TSE,80719,CFRA,3382,TSE,20,Coprorate Action Maintained,4,15
2587 JP,TSE,114315,CFRA,2587,TSE,20,Coprorate Action Maintained,4,15
6954 JP,TSE,80605,CFRA,6954,TSE,20,Coprorate Action Maintained,4,15
8802 JP,TSE,80662,CFRA,8802,TSE,20,Coprorate Action Maintained,4,15
7267 JP,TSE,77666,CFRA,7267,TSE,20,Coprorate Action Maintained,4,15
6861 JP,TSE,116128,CFRA,6861,TSE,20,Coprorate Action Maintained,4,15
3659 JP,TSE,113816,CFRA,3659,TSE,20,Coprorate Action Maintained,4,15
8306 JP,TSE,77663,CFRA,8306,TSE,20,Coprorate Action Maintained,4,15
4502 JP,TSE,80750,CFRA,4502,TSE,20,Coprorate Action Maintained,4,15
9434 JP,TSE,113819,CFRA,9434,TSE,20,Coprorate Action Maintained,4,15
9433 JP,TSE,80638,CFRA,9433,TSE,20,Coprorate Action Maintained,4,15
4751 JP,TSE,80587,CFRA,4751,TSE,20,Coprorate Action Maintained,4,15
6503 JP,TSE,80661,CFRA,6503,TSE,20,Coprorate Action Maintained,4,15
8411 JP,TSE,80673,CFRA,8411,TSE,20,Coprorate Action Maintained,4,15
9984 JP,TSE,80728,CFRA,9984,TSE,20,Coprorate Action Maintained,4,15
6501 JP,TSE,80617,CFRA,6501,TSE,20,Coprorate Action Maintained,4,15
6902 JP,TSE,80597,CFRA,6902,TSE,20,Coprorate Action Maintained,4,15
7741 JP,TSE,116516,CFRA,7741,TSE,20,Coprorate Action Maintained,4,15
4503 JP,TSE,80574,CFRA,4503,TSE,20,Coprorate Action Maintained,4,15
8001 JP,TSE,80624,CFRA,8001,TSE,20,Coprorate Action Maintained,4,15
7269 JP,TSE,80743,CFRA,7269,TSE,20,Coprorate Action Maintained,4,15
2802 JP,TSE,80567,CFRA,2802,TSE,20,Coprorate Action Maintained,4,15
4568 JP,TSE,80590,CFRA,4568,TSE,20,Coprorate Action Maintained,4,15
017670 KS,KOSE,79528,CFRA,017670,KO,16,Not Maintained,4,15
005930 KS,KOSE,77643,CFRA,005930,KO,16,Not Maintained,4,15
000660 KS,KOSE,79515,CFRA,000660,KO,16,Not Maintained,4,15
036570 KS,KOSE,79521,CFRA,036570,KO,16,Not Maintained,4,15
005490 KS,KOSE,79525,CFRA,005490,KO,16,Not Maintained,4,15
035420 KS,KOSE,79516,CFRA,035420,KO,16,Not Maintained,4,15
051910 KS,KOSE,79518,CFRA,051910,KO,16,Not Maintained,4,15
066570 KS,KOSE,79535,CFRA,066570,KO,16,Not Maintained,4,15
068270 KS,KOSE,79517,CFRA,068270,KO,16,Not Maintained,4,15
005380 KS,KOSE,79520,CFRA,005380,KO,16,Not Maintained,4,15
012330 KS,KOSE,79523,CFRA,012330,KO,16,Not Maintained,4,15
033780 KS,KOSE,79531,CFRA,033780,KO,16,Not Maintained,4,15
015760 KS,KOSE,79538,CFRA,015760,KO,16,Not Maintained,4,15
KEP SP,SGX,74412,CFRA,KEP,SGX,11,Coprorate Action Maintained,4,15
UOB SP,SGX,74644,CFRA,UOB,SGX,11,Coprorate Action Maintained,4,15
OCBC SP,SGX,74573,CFRA,OCBC,SGX,11,Coprorate Action Maintained,4,15
CIT SP,SGX,74439,CFRA,CIT,SGX,11,Coprorate Action Maintained,4,15
WIL SP,SGX,74493,CFRA,WIL,SGX,11,Coprorate Action Maintained,4,15
ST SP,SGX,74666,CFRA,ST,SGX,11,Coprorate Action Maintained,4,15
DBS SP,SGX,74467,CFRA,DBS,SGX,11,Coprorate Action Maintained,4,15
STE SP,SGX,74617,CFRA,STE,SGX,11,Coprorate Action Maintained,4,15
STH SP,SGX,74453,CFRA,STH,SGX,11,Coprorate Action Maintained,4,15
SIA SP,SGX,74447,CFRA,SIA,SGX,11,Coprorate Action Maintained,4,15
1186 HK,SEHK,74781,CFRA,1186,HKEX,12,Coprorate Action Maintained,26,15
0576 HK,SEHK,76053,CFRA,0576,HKEX,12,Coprorate Action Maintained,26,15
0390 HK,SEHK,75929,CFRA,0390,HKEX,12,Coprorate Action Maintained,26,15
0762 HK,SEHK,76188,CFRA,0762,HKEX,12,Coprorate Action Maintained,31,15
1109 HK,SEHK,74688,CFRA,1109,HKEX,12,Coprorate Action Maintained,31,15
0753 HK,SEHK,76180,CFRA,0753,HKEX,12,Coprorate Action Maintained,26,15
1199 HK,SEHK,74869,CFRA,1199,HKEX,12,Coprorate Action Maintained,31,15
1055 HK,SEHK,74747,CFRA,1055,HKEX,12,Coprorate Action Maintained,26,15
0670 HK,SEHK,76118,CFRA,0670,HKEX,12,Coprorate Action Maintained,26,15
0992 HK,SEHK,76331,CFRA,0992,HKEX,12,Coprorate Action Maintained,31,15
0386 HK,SEHK,75925,CFRA,0386,HKEX,12,Coprorate Action Maintained,26,15
0005 HK,SEHK,75616,CFRA,0005,HKEX,12,Coprorate Action Maintained,4,15
1800 HK,SEHK,74732,CFRA,1800,HKEX,12,Coprorate Action Maintained,26,15
0728 HK,SEHK,76164,CFRA,0728,HKEX,12,Coprorate Action Maintained,26,15
0001 HK,SEHK,75612,CFRA,0001,HKEX,12,Coprorate Action Maintained,4,15
0288 HK,SEHK,75850,CFRA,0288,HKEX,12,Coprorate Action Maintained,4,15
0883 HK,SEHK,76262,CFRA,0883,HKEX,12,Coprorate Action Maintained,31,15
0836 HK,SEHK,76227,CFRA,0836,HKEX,12,Coprorate Action Maintained,31,15
0941 HK,SEHK,76299,CFRA,0941,HKEX,12,Coprorate Action Maintained,31,15
0688 HK,SEHK,76133,CFRA,0688,HKEX,12,Coprorate Action Maintained,31,15
1177 HK,SEHK,74687,CFRA,1177,HKEX,12,Coprorate Action Maintained,4,15
1093 HK,SEHK,74689,CFRA,1093,HKEX,12,Coprorate Action Maintained,4,15
0939 HK,SEHK,76298,CFRA,0939,HKEX,12,Coprorate Action Maintained,26,15
6030 HK,SEHK,74702,CFRA,6030,HKEX,12,Coprorate Action Maintained,26,15
2319 HK,SEHK,74693,CFRA,2319,HKEX,12,Coprorate Action Maintained,31,15
0700 HK,SEHK,76143,CFRA,0700,HKEX,12,Coprorate Action Maintained,4,15
1299 HK,SEHK,74674,CFRA,1299,HKEX,12,Coprorate Action Maintained,4,15
2600 HK,SEHK,74817,CFRA,2600,HKEX,12,Coprorate Action Maintained,26,15
0338 HK,SEHK,75888,CFRA,0338,HKEX,12,Coprorate Action Maintained,26,15
0016 HK,SEHK,75626,CFRA,0016,HKEX,12,Coprorate Action Maintained,4,15
0241 HK,SEHK,75813,CFRA,0241,HKEX,12,Coprorate Action Maintained,4,15
